-61.858, 14.921, 100
-61.789, 16.92, 100
-61.719, 18.919, 100
-61.65, 20.917, 100
-61.58, 22.916, 100
-61.511, 24.915, 100
-61.442, 26.914, 100
-61.372, 28.913, 100
-61.303, 30.911, 100
-61.233, 32.91, 100
-61.164, 34.909, 100
-61.095, 36.908, 100
-61.025, 38.907, 100
-60.956, 40.905, 100
-60.886, 42.904, 100
-60.817, 44.903, 100
-60.748, 46.902, 100
-59.094, 47.238, 100
-57.094, 47.212, 100
-55.094, 47.185, 100
-53.095, 47.158, 100
-51.095, 47.131, 100
-49.095, 47.104, 100
-47.095, 47.077, 99.804
-45.095, 47.05, 97.225
-43.096, 47.024, 94.577
-41.096, 46.997, 91.852
-39.096, 46.97, 89.044
-37.096, 46.943, 86.144
-35.096, 46.916, 83.143
-33.096, 46.889, 80.03
-31.097, 46.863, 76.791
-29.097, 46.836, 73.408
-27.439, 46.752, 70.477
-29.323, 46.084, 66.776
-31.208, 45.415, 62.858
-33.093, 44.746, 58.678
-34.978, 44.077, 54.176
-36.863, 43.408, 49.265
-38.748, 42.739, 43.807
-40.633, 42.071, 37.564
-42.482, 41.316, 30.061
-44.072, 40.131, 20
-44.266, 38.265, 20
-42.843, 36.892, 65.183
-41.046, 36.025, 79.613
-39.136, 35.435, 86.142
-37.178, 35.032, 89.447
-35.193, 34.793, 90.484
-33.197, 34.669, 91.269
-31.198, 34.663, 92.338
-29.201, 34.762, 92.704
-27.21, 34.953, 92.995
-25.23, 35.234, 93.228
-23.265, 35.6, 93.418
-21.316, 36.049, 93.577
-19.388, 36.579, 93.713
-17.482, 37.186, 93.833
-15.602, 37.867, 93.945
-13.75, 38.621, 94.052
-11.928, 39.444, 94.159
-10.137, 40.333, 94.271
-8.379, 41.285, 94.389
-6.656, 42.301, 94.389
-4.977, 43.387, 94.515
-3.335, 44.529, 94.653
-1.73, 45.722, 94.802
-0.162, 46.963, 94.962
1.357, 48.264, 94.962
2.831, 49.615, 95.133
4.276, 50.997, 95.2
3.379, 49.913, 99.465
2.073, 48.398, 99.544
0.764, 46.886, 99.632
-0.55, 45.378, 99.73
-1.867, 43.873, 99.84
-3.187, 42.37, 99.961
-4.508, 40.869, 99.961
-5.829, 39.367, 99.905
-7.15, 37.865, 99.756
-8.469, 36.362, 99.593
-9.783, 34.855, 99.414
-11.093, 33.343, 99.217
-12.396, 31.825, 99.003
-13.689, 30.3, 98.769
-14.97, 28.764, 98.514
-16.237, 27.216, 97.942
-17.485, 25.654, 97.622
-18.712, 24.074, 97.28
-19.914, 22.476, 96.916
-21.088, 20.857, 96.531
-22.228, 19.213, 96.127
-23.323, 17.54, 95.272
-24.372, 15.837, 94.831
-25.37, 14.104, 94.388
-26.306, 12.337, 93.526
-27.169, 10.533, 93.126
-27.96, 8.696, 92.76
-28.665, 6.825, 92.168
-29.276, 4.921, 91.961
-29.797, 2.991, 91.823
-30.21, 1.034, 91.771
-30.523, -0.941, 91.858
-30.739, -2.929, 92.015
-30.844, -4.926, 90.42
-30.794, -6.917, 87.579
-30.288, -8.851, 84.629
-29.758, -10.78, 81.573
-29.19, -12.698, 78.397
-28.558, -14.595, 75.087
-27.824, -16.455, 71.626
-26.925, -18.24, 67.989
-25.779, -19.875, 64.151
-24.316, -21.23, 61.264
-22.571, -22.198, 70.203
-20.669, -22.805, 82.234
-18.702, -23.163, 88.52
-16.713, -23.369, 94.662
-14.716, -23.482, 96.01
-12.717, -23.541, 97.963
-10.717, -23.572, 97.657
-8.717, -23.587, 95.02
-6.717, -23.596, 92.309
-4.717, -23.604, 89.515
-2.718, -23.616, 86.631
-0.718, -23.626, 83.647
1.282, -23.623, 80.554
3.282, -23.639, 77.336
5.282, -23.671, 73.979
7.281, -23.72, 70.462
9.28, -23.782, 66.76
11.279, -23.857, 62.84
13.277, -23.942, 58.659
15.275, -24.033, 54.156
17.273, -24.121, 49.243
19.272, -24.197, 43.783
21.271, -24.238, 37.536
23.27, -24.186, 30.018
25.183, -23.705, 20
24.609, -22.043, 69.093
23.076, -20.761, 92.505
21.446, -19.603, 95.725
19.779, -18.498, 93.033
18.093, -17.422, 90.262
16.395, -16.365, 87.403
14.69, -15.32, 84.447
13.16, -14.297, 81.632
15.01, -13.54, 82.648
16.762, -12.579, 83.93
18.404, -11.441, 85.334
19.929, -10.15, 86.744
21.338, -8.732, 88.082
22.633, -7.209, 89.301
23.819, -5.599, 90.38
24.902, -3.918, 92.113
25.888, -2.178, 92.781
26.788, -0.392, 92.321
27.606, 1.433, 89.528
28.346, 3.291, 86.644
29.014, 5.176, 83.662
29.611, 7.084, 80.569
30.141, 9.012, 77.353
30.603, 10.958, 73.996
30.999, 12.918, 70.481
31.327, 14.891, 66.78
31.585, 16.874, 62.862
31.77, 18.865, 58.683
31.874, 20.862, 54.183
31.87, 22.862, 49.273
31.757, 24.858, 43.818
31.487, 26.839, 37.581
30.989, 28.773, 30.083
30.059, 30.53, 20
28.368, 31.44, 20
26.533, 30.753, 63.278
25.059, 29.407, 80.194
23.772, 27.876, 100
22.491, 26.34, 100
21.21, 24.805, 100
19.928, 23.269, 100
18.647, 21.733, 100
17.366, 20.197, 100
16.085, 18.662, 100
14.803, 17.126, 100
13.522, 15.59, 100
14.345, 15.917, 100
16.025, 17.002, 100
17.704, 18.088, 100
19.384, 19.173, 100
21.064, 20.259, 100
22.744, 21.344, 100
24.423, 22.43, 100
26.103, 23.515, 100
27.783, 24.601, 100
29.463, 25.686, 100
31.143, 26.772, 100
32.822, 27.858, 100
34.502, 28.943, 100
36.182, 30.029, 100
37.862, 31.114, 100
39.542, 32.2, 100
41.221, 33.285, 100
42.901, 34.371, 100
44.581, 35.456, 100
46.261, 36.542, 100
47.94, 37.627, 100
49.62, 38.713, 100
51.3, 39.798, 100
52.98, 40.884, 100
54.66, 41.969, 100
56.339, 43.055, 100
58.019, 44.14, 100
59.699, 45.226, 100
61.007, 46.201, 100
59.007, 46.201, 100
57.007, 46.201, 100
55.007, 46.201, 100
53.007, 46.201, 100
51.007, 46.201, 100
49.007, 46.201, 100
47.007, 46.201, 100
45.007, 46.201, 100
43.007, 46.201, 100
41.007, 46.201, 100
39.007, 46.201, 100
37.007, 46.201, 100
35.007, 46.201, 100
33.007, 46.201, 100
31.007, 46.201, 100
29.007, 46.201, 100
28.878, 45.48, 100
30.361, 44.138, 100
31.843, 42.795, 100
33.326, 41.453, 100
34.808, 40.111, 100
36.291, 38.768, 100
37.774, 37.426, 100
39.256, 36.084, 100
40.739, 34.741, 100
42.221, 33.399, 100
43.704, 32.057, 100
45.187, 30.714, 100
46.669, 29.372, 100
48.152, 28.03, 100
49.634, 26.687, 100
51.117, 25.345, 100
52.6, 24.002, 100
54.082, 22.66, 100
55.565, 21.318, 100
57.047, 19.975, 100
58.53, 18.633, 100
60.013, 17.291, 100
61.495, 15.948, 100
62.978, 14.606, 100
63.31, 12.773, 100
63.251, 10.774, 100
63.192, 8.775, 100
63.133, 6.776, 100
63.075, 4.777, 100
63.016, 2.778, 100
62.957, 0.779, 100
62.898, -1.221, 100
62.839, -3.22, 97.691
62.781, -5.219, 95.056
62.722, -7.218, 92.345
62.663, -9.217, 89.552
62.604, -11.216, 86.67
62.545, -13.215, 83.688
62.487, -15.214, 80.595
62.428, -17.214, 77.38
62.37, -19.213, 74.025
62.312, -21.212, 70.51
62.257, -23.211, 66.81
62.204, -25.21, 62.894
62.153, -27.21, 58.717
62.107, -29.209, 54.218
62.065, -31.209, 49.312
62.032, -33.209, 43.859
62.011, -35.208, 37.625
62.018, -37.208, 30.127
62.135, -39.204, 20
62.485, -41.168, 85.001
62.584, -43.166, 96.419
62.626, -45.165, 98.555
61.743, -46.292, 100
59.744, -46.344, 100
57.745, -46.395, 100
55.745, -46.446, 100
53.746, -46.497, 100
51.747, -46.549, 100
49.747, -46.6, 100
47.748, -46.651, 100
45.749, -46.703, 99.93
43.749, -46.754, 97.355
41.75, -46.805, 94.71
39.751, -46.856, 91.989
37.751, -46.908, 89.185
35.752, -46.959, 86.29
33.753, -47.01, 83.295
31.753, -47.061, 80.188
29.754, -47.113, 76.955
27.755, -47.164, 73.58
25.755, -47.215, 70.043
25.162, -45.544, 66.751
24.815, -43.575, 62.831
24.453, -41.608, 58.649
24.045, -39.65, 54.146
23.525, -37.72, 49.234
22.76, -35.875, 43.781
21.536, -34.307, 37.569
19.818, -33.304, 61.946
17.884, -32.808, 80.033
15.897, -32.591, 90.566
13.899, -32.513, 94.533
11.899, -32.51, 97.855
9.899, -32.546, 98.524
7.9, -32.603, 99.456
5.901, -32.669, 99.871
4.898, -34.125, 100
4.194, -35.997, 100
3.49, -37.869, 100
2.786, -39.741, 100
2.081, -41.613, 100
1.377, -43.484, 100
0.673, -45.356, 100
-0.032, -47.228, 100
-0.736, -49.1, 100
-1.44, -50.972, 100
-2.144, -52.844, 100
-2.849, -54.716, 100
-3.553, -56.588, 100
-5.436, -56.726, 100
-7.436, -56.693, 100
-9.436, -56.66, 100
-11.435, -56.628, 100
-13.435, -56.595, 100
-15.435, -56.562, 100
-17.435, -56.529, 100
-19.434, -56.497, 100
-21.434, -56.464, 100
-23.434, -56.431, 100
-25.434, -56.398, 100
-27.433, -56.365, 100
-29.433, -56.333, 100
-31.433, -56.3, 100
-32.653, -55.54, 100
-32.548, -53.542, 100
-32.443, -51.545, 100
-32.338, -49.548, 100
-32.233, -47.551, 100
-33.887, -47.223, 100
-35.887, -47.223, 100
-37.887, -47.223, 100
-39.887, -47.223, 100
-41.887, -47.223, 100
-43.887, -47.223, 100
-45.887, -47.223, 100
-47.887, -47.223, 100
-49.887, -47.223, 100
-51.887, -47.223, 100
-53.887, -47.223, 100
-55.887, -47.223, 100
-57.887, -47.223, 100
-59.887, -47.223, 100
-61.887, -47.222, 99.767
-63.887, -47.219, 99.64
-65.887, -47.21, 97.524
-67.887, -47.193, 94.884
-68.95, -47.091, 93.526
-66.951, -47.014, 99.188
-64.952, -46.958, 99.668
-62.953, -46.907, 99.776
-60.953, -46.86, 99.894
-58.954, -46.815, 99.929
-56.954, -46.77, 99.956
-54.955, -46.726, 99.995
-52.955, -46.682, 99.99
-50.956, -46.639, 99.976
-48.956, -46.595, 99.962
-46.957, -46.551, 99.947
-44.957, -46.506, 99.932
-42.958, -46.46, 99.915
-40.958, -46.413, 99.896
-38.959, -46.365, 99.873
-36.959, -46.316, 99.808
-34.96, -46.264, 99.762
-32.961, -46.21, 99.7
-30.962, -46.153, 99.615
-28.963, -46.091, 99.315
-27.452, -45.979, 98.046
-29.406, -45.554, 98.048
-31.366, -45.156, 98.048
-33.331, -44.782, 96.916
-35.3, -44.431, 94.259
-37.273, -44.104, 91.525
-39.249, -43.797, 88.706
-41.228, -43.507, 85.795
-43.209, -43.228, 82.781
-45.189, -42.95, 79.654
-47.168, -42.658, 76.399
-49.139, -42.32, 72.999
-51.093, -41.893, 69.433
-53.002, -41.301, 65.675
-54.792, -40.417, 61.693
-56.336, -39.157, 61.097
-57.525, -37.555, 69.829
-58.378, -35.749, 84.06
-58.998, -33.848, 90.47
-59.462, -31.903, 92.272
-59.832, -29.938, 89.477
-60.135, -27.961, 86.592
-60.397, -25.978, 83.607
-60.628, -23.991, 80.512
-60.837, -22.002, 77.293
-61.03, -20.012, 73.934
-61.215, -18.02, 70.415
-61.395, -16.028, 66.71
-61.572, -14.036, 62.787
-61.744, -12.044, 58.602
-61.909, -10.051, 54.094
-62.066, -8.057, 49.175
-62.21, -6.062, 43.706
-62.332, -4.066, 37.446
-62.403, -2.067, 29.904
-62.043, -0.155, 20
-61.983, 1.838, 20
-62.061, 3.22, 0
-62.061, 3.22, 0
-63.186, 23.188, 0
endData
127
100
200
-61.858, 14.921, -61.297, 31.091, -61.297, 31.091, -60.735, 47.26
-60.735, 47.26, -44.004, 47.036, -44.004, 47.036, -27.273, 46.811
-27.273, 46.811, -34.235, 44.341, -34.235, 44.341, -41.197, 41.87
-41.197, 41.87, -55.121, 36.93, -21.967, 24.514, 4.487, 51.206
4.487, 51.206, -16.248, 26.897, -31.091, 14.023, -30.866, -6.639
-30.866, -6.639, -26.15, -25.054, -24.827, -23.39, -1.233, -23.628
-1.233, -23.628, 24.594, -23.404, 35.946, -28.157, 13.067, -14.334
13.067, -14.334, 34.754, -7.184, 36.338, 42.938, 24.745, 29.042
24.745, 29.042, 18.948, 22.094, 18.948, 22.094, 13.151, 15.146
13.151, 15.146, 37.18, 30.674, 37.18, 30.674, 61.209, 46.201
61.209, 46.201, 44.645, 46.201, 44.645, 46.201, 28.081, 46.201
28.081, 46.201, 45.718, 30.234, 45.718, 30.234, 63.354, 14.266
63.354, 14.266, 62.877, -1.941, 62.877, -1.941, 62.4, -18.147
62.4, -18.147, 61.447, -50.559, 62.52, -32.208, 62.639, -46.269
62.639, -46.269, 44.049, -46.746, 44.049, -46.746, 25.46, -47.223
25.46, -47.223, 22.783, -32.291, 23.736, -32.052, 5.44, -32.685
5.44, -32.685, 0.912, -44.72, 0.912, -44.72, -3.616, -56.756
-3.616, -56.756, -18.154, -56.518, -18.154, -56.518, -32.692, -56.279
-32.692, -56.279, -32.454, -51.751, -32.454, -51.751, -32.215, -47.223
-32.215, -47.223, -46.277, -47.223, -46.277, -47.223, -60.338, -47.223
-60.338, -47.223, -88.461, -47.223, -43.774, -46.627, -27.211, -46.031
-27.211, -46.031, -56.58, -39.44, -58.486, -47.544, -61.108, -19.183
-61.108, -19.183, -63.73, 9.178, -61.466, -5.836, -62.061, 3.22
